4.420000000000000000e+02,4.900000000000000000e+02,5.500000000000000000e+02,6.200000000000000000e+01,6.150000000000000000e+02,5.080000000000000000e+02,7.390000000000000000e+02,7.780000000000000000e+02,1.020000000000000000e+02,6.380000000000000000e+02,3.050000000000000000e+02,9.890000000000000000e+02,1.960000000000000000e+02,5.490000000000000000e+02,6.100000000000000000e+02,1.650000000000000000e+02
4.320000000000000000e+02,9.080000000000000000e+02,3.430000000000000000e+02,7.890000000000000000e+02,3.600000000000000000e+02,4.500000000000000000e+02,8.900000000000000000e+02,7.320000000000000000e+02,8.510000000000000000e+02,8.140000000000000000e+02,6.000000000000000000e+00,9.000000000000000000e+02,8.740000000000000000e+02,1.490000000000000000e+02,7.820000000000000000e+02,8.290000000000000000e+02
7.090000000000000000e+02,4.500000000000000000e+01,6.310000000000000000e+02,6.410000000000000000e+02,5.490000000000000000e+02,3.300000000000000000e+01,9.510000000000000000e+02,1.200000000000000000e+02,3.560000000000000000e+02,4.410000000000000000e+02,9.270000000000000000e+02,6.500000000000000000e+02,5.690000000000000000e+02,7.620000000000000000e+02,7.870000000000000000e+02,6.270000000000000000e+02
7.960000000000000000e+02,2.370000000000000000e+02,6.500000000000000000e+02,8.470000000000000000e+02,9.690000000000000000e+02,5.550000000000000000e+02,9.920000000000000000e+02,5.620000000000000000e+02,4.770000000000000000e+02,3.140000000000000000e+02,3.180000000000000000e+02,7.150000000000000000e+02,1.740000000000000000e+02,7.500000000000000000e+02,4.170000000000000000e+02,2.600000000000000000e+02
9.950000000000000000e+02,3.440000000000000000e+02,6.780000000000000000e+02,7.200000000000000000e+02,1.590000000000000000e+02,3.880000000000000000e+02,5.140000000000000000e+02,5.950000000000000000e+02,9.720000000000000000e+02,4.570000000000000000e+02,6.730000000000000000e+02,8.280000000000000000e+02,2.300000000000000000e+02,4.870000000000000000e+02,2.750000000000000000e+02,9.990000000000000000e+02
6.890000000000000000e+02,6.100000000000000000e+02,2.890000000000000000e+02,8.720000000000000000e+02,7.600000000000000000e+02,7.840000000000000000e+02,6.070000000000000000e+02,9.370000000000000000e+02,6.700000000000000000e+02,9.650000000000000000e+02,2.640000000000000000e+02,8.840000000000000000e+02,1.300000000000000000e+01,3.290000000000000000e+02,9.470000000000000000e+02,4.330000000000000000e+02
4.580000000000000000e+02,1.730000000000000000e+02,2.190000000000000000e+02,8.870000000000000000e+02,1.020000000000000000e+02,4.080000000000000000e+02,7.900000000000000000e+01,1.000000000000000000e+02,1.080000000000000000e+02,8.350000000000000000e+02,7.390000000000000000e+02,5.440000000000000000e+02,3.320000000000000000e+02,3.400000000000000000e+02,7.430000000000000000e+02,3.090000000000000000e+02
4.590000000000000000e+02,8.080000000000000000e+02,2.910000000000000000e+02,7.470000000000000000e+02,2.340000000000000000e+02,1.910000000000000000e+02,7.150000000000000000e+02,8.360000000000000000e+02,9.720000000000000000e+02,6.830000000000000000e+02,9.200000000000000000e+01,7.150000000000000000e+02,9.580000000000000000e+02,4.790000000000000000e+02,9.110000000000000000e+02,6.210000000000000000e+02
1.090000000000000000e+02,8.080000000000000000e+02,5.920000000000000000e+02,8.810000000000000000e+02,9.340000000000000000e+02,9.890000000000000000e+02,5.640000000000000000e+02,6.560000000000000000e+02,4.570000000000000000e+02,5.940000000000000000e+02,4.500000000000000000e+01,5.960000000000000000e+02,1.600000000000000000e+02,4.980000000000000000e+02,4.130000000000000000e+02,7.950000000000000000e+02
2.670000000000000000e+02,9.830000000000000000e+02,9.480000000000000000e+02,3.710000000000000000e+02,7.900000000000000000e+02,2.090000000000000000e+02,3.330000000000000000e+02,6.940000000000000000e+02,2.300000000000000000e+02,8.170000000000000000e+02,3.090000000000000000e+02,7.690000000000000000e+02,9.930000000000000000e+02,2.870000000000000000e+02,1.310000000000000000e+02,4.700000000000000000e+02
6.570000000000000000e+02,1.700000000000000000e+01,4.870000000000000000e+02,5.000000000000000000e+01,5.620000000000000000e+02,1.980000000000000000e+02,5.390000000000000000e+02,9.370000000000000000e+02,4.450000000000000000e+02,1.980000000000000000e+02,3.940000000000000000e+02,4.470000000000000000e+02,9.070000000000000000e+02,4.640000000000000000e+02,8.360000000000000000e+02,7.320000000000000000e+02
2.670000000000000000e+02,8.920000000000000000e+02,8.310000000000000000e+02,3.390000000000000000e+02,7.900000000000000000e+01,3.800000000000000000e+02,9.190000000000000000e+02,4.600000000000000000e+02,3.290000000000000000e+02,4.060000000000000000e+02,5.820000000000000000e+02,5.050000000000000000e+02,8.470000000000000000e+02,8.190000000000000000e+02,5.080000000000000000e+02,1.820000000000000000e+02
2.670000000000000000e+02,7.300000000000000000e+01,1.910000000000000000e+02,9.830000000000000000e+02,7.080000000000000000e+02,4.000000000000000000e+00,8.960000000000000000e+02,7.680000000000000000e+02,5.080000000000000000e+02,5.180000000000000000e+02,1.220000000000000000e+02,3.580000000000000000e+02,2.500000000000000000e+01,5.240000000000000000e+02,9.320000000000000000e+02,7.410000000000000000e+02
2.250000000000000000e+02,9.270000000000000000e+02,3.280000000000000000e+02,6.140000000000000000e+02,5.590000000000000000e+02,1.320000000000000000e+02,5.830000000000000000e+02,6.790000000000000000e+02,9.110000000000000000e+02,2.400000000000000000e+02,2.530000000000000000e+02,3.860000000000000000e+02,6.370000000000000000e+02,3.130000000000000000e+02,7.050000000000000000e+02,6.100000000000000000e+01
9.800000000000000000e+01,3.800000000000000000e+01,7.870000000000000000e+02,4.000000000000000000e+02,3.940000000000000000e+02,2.970000000000000000e+02,9.000000000000000000e+00,1.840000000000000000e+02,9.070000000000000000e+02,1.120000000000000000e+02,2.780000000000000000e+02,3.470000000000000000e+02,9.920000000000000000e+02,7.790000000000000000e+02,1.590000000000000000e+02,9.070000000000000000e+02
4.740000000000000000e+02,9.780000000000000000e+02,2.370000000000000000e+02,5.260000000000000000e+02,1.590000000000000000e+02,5.110000000000000000e+02,3.680000000000000000e+02,9.640000000000000000e+02,2.180000000000000000e+02,7.130000000000000000e+02,9.260000000000000000e+02,9.480000000000000000e+02,6.820000000000000000e+02,9.720000000000000000e+02,8.960000000000000000e+02,3.660000000000000000e+02
